x_m,z_m,half_breadth_m
0.315,0.0681188136841,0.512355581853
0.315,0.0719321011795,0.508360544433
0.315,0.07582698973,0.504056713331
0.315,0.0798011332006,0.499431163736
0.315,0.0838521377157,0.494470900423
0.315,0.0879775631017,0.489162849035
0.315,0.0921749243567,0.483493842601
0.315,0.0964416931472,0.477450602593
0.315,0.100775299331,0.471019713648
0.315,0.105173132506,0.464187590924
0.315,0.109632543582,0.456940438796
0.315,0.114150846377,0.449264199309
0.315,0.118725319233,0.441144488409
0.315,0.12335320666,0.432566517468
0.315,0.128031720991,0.423514996932
0.315,0.132758044063,0.413974018055
0.315,0.137529328917,0.403926907482
0.315,0.14234270151,0.393356047821
0.315,0.147195262445,0.382242655105
0.315,0.152084088721,0.370566500967
0.315,0.157006235492,0.358305562861
0.315,0.16195873784,0.345435579297
0.315,0.166938612565,0.331929477575
0.315,0.171942859974,0.31775662719
0.315,0.176968465698,0.302881849955
0.315,0.182012402498,0.287264082539
0.315,0.187071632096,0.270854528949
0.315,0.192143107002,0.253594040839
0.315,0.197223772347,0.235409285219
0.315,0.20231056773,0.216206922488
0.315,0.207400429055,0.195864340088
0.315,0.212490290381,0.17421400962
0.315,0.217577085764,0.151014968052
0.315,0.222657751109,0.125895053555
0.315,0.227729226015,0.098214358954
0.315,0.232788455613,0.0666482113837
0.315,0.237832392413,0.0269229730199
0.315,0.242857998136,0
0.315,0.247862245546,0
0.315,0.252842120271,0
0.315,0.257794622619,0
0.315,0.26271676939,0
0.315,0.267605595666,0
0.315,0.272458156601,0
0.315,0.277271529193,0
0.315,0.282042814048,0
0.315,0.28676913712,0
0.315,0.291447651451,0
0.315,0.296075538878,0
0.315,0.300650011734,0
0.315,0.305168314528,0
0.315,0.309627725605,0
0.315,0.31402555878,0
0.315,0.318359164964,0
0.315,0.322625933754,0
0.315,0.326823295009,0
0.315,0.330948720395,0
0.315,0.33499972491,0
0.315,0.338973868381,0
0.315,0.342868756931,0
0.315,0.346682044427,0
0.315,0.350411433885,0
0.315,0.354054678862,0
0.315,0.357609584802,0
0.315,0.361074010363,0
0.315,0.364445868705,0
0.315,0.367723128747,0
0.315,0.370903816389,0
0.315,0.373986015705,0
0.315,0.376967870092,0
0.315,0.379847583394,0
0.315,0.382623420977,0
0.315,0.385293710783,0
0.315,0.387856844327,0
0.315,0.390311277674,0
0.315,0.392655532366,0
0.315,0.394888196311,0
0.315,0.397007924635,0
0.315,0.399013440494,0
